ID_Estudiante,Estilo_Danza,Origen_Estilo,Categoria,Dificultad,Edad_Inicio_Danza,Nivel_Habilidad,Nivel_Tecnico,Frecuencia_Practica,Tipo_Academia,Edad_Estudiante,Anos_Experiencia,Horas_Practica_Semanal,Presentaciones_Anio,Competiciones_Participadas,Premios_Ganados,Costo_Mensual_USD,Puntaje_Tecnico,Puntaje_Artistico,Flexibilidad_Grados,IMC_Estudiante,Altura_CM
22089.0,Ballet Inglés,Reino Unido , Clasica ,Muy Alta,10.0,Profesional,Experto,3-4 veces/semana,Profesional,52.0,28.0,13.0,2.0,5.0,0.0,37.24,82.3,63.6,,23.1,170.0
22090.0,ballet ruso,  Rusia,  Clasica,Muy Alta,8.0, intermedio , Básico ,3-4 VECES/SEMANA, Universitaria ,48.0,30.0,7.0,3.0,6.0,1.0,86.7,51.8,88.7,155.0,25.4,176.0
22091.0,BALLET INGLES,REINO UNIDO,Clasica ,Muy Alta,7.0,profesional,EXPERTO,OCASIONAL,universitaria,36.0,16.0,11.0,4.0,1.0,0.0,12.18,91.2,-15.0,162.0,,153.0
22092.0,Tango,Argentina , Latina ,Alta,39.0,principiante,Experto, ocasional ,recreativa,22.0,-17.0,8.0,9.0,7.0,2.0,,67.9,100.0,154.0,20.9,142.0
22093.0,FOLCLOR VENEZOLANO,Venezuela ,FOLKLORICA,Media,16.0,AVANZADO, intermedio ,DIARIA,RECREATIVA,52.0,13.0,11.0,0.0,4.0,0.0,16.39,73.6,73.1,148.0,,174.0
22094.0, Locking , Estados Unidos ,Urbana,Media,20.0, profesional ,basico,diaria,UNIVERSITARIA,8.0,-12.0,5.0,5.0,3.0,2.0,,94.9,86.5,114.0,16.3,157.0
22095.0,BALLET RUSO, Rusia ,clasica,Muy Alta,5.0,Profesional,AVANZADO,5-6 veces/semana, Independiente ,32.0,18.0,9.0,5.0,3.0,2.0,19.74,55.7,105.4,194.0,22.0,145.0
22096.0,Popping, Estados Unidos ,URBANA,Media,14.0,principiante,intermedio,5-6 veces/semana,RECREATIVA,14.0,0.0,12.0,5.0,0.0,0.0,16.15,,70.6,204.0,28.5,166.0
22097.0,rumba,  Cuba,  Salon,Media,31.0,Intermedio,experto, ocasional , Recreativa ,16.0,-15.0,5.0,5.0,3.0,2.0,139.76,66.2,,100.0,15.5,173.0
22098.0,Bachata,Republica Dominicana ,LATINA,Media,15.0, profesional ,experto,diaria,Recreativa,31.0,10.0,12.0,4.0,3.0,0.0,26.92,90.6,55.4,119.0,20.9,164.0
22099.0, Rumba ,CUBA,  Salon,Media,37.0,principiante,INTERMEDIO,DIARIA,Recreativa,8.0,-29.0,14.0,9.0,1.0,0.0,209.52,52.2,86.6,,22.9,160.0
22100.0,DANZA ARABE,EGIPTO, Folklorica ,Alta,23.0,Intermedio,AVANZADO,3-4 veces/semana,PROFESIONAL,51.0,17.0,10.0,6.0,0.0,4.0,280.33,32.5,55.4,121.0,21.4,163.0
22101.0,ballet  clasico,francia,Clasica,Muy Alta,9.0,Maestro, Básico ,1-2 VECES/SEMANA,universitaria,15.0,2.0,13.0,2.0,2.0,2.0,67.75,68.2,73.5,165.0,20.7,161.0
22102.0,Folclor Colombiano,Colombia,  Folklorica,Media,17.0,MAESTRO,AVANZADO,1-2 veces/semana, Profesional ,31.0,4.0,12.0,6.0,4.0,1.0,12.35,83.3,83.2,128.0,17.1,152.0
22103.0,flamenco,ESPAÑA,latina,Alta,16.0,AVANZADO,AVANZADO, 1-2 veces/semana ,profesional,18.0,2.0,8.0,6.0,6.0,1.0,37.54,93.0,,215.0,21.7,158.0
22104.0,Bachata, Republica Dominicana ,LATINA,Media,25.0, Principiante ,basico, ocasional ,UNIVERSITARIA,24.0,-1.0,13.0,6.0,3.0,0.0,,68.1,83.1,186.0,18.7,170.0
22105.0,Danza Contemporánea Europea,alemania,  Contemporanea,Alta,11.0,PROFESIONAL, avanzado ,1-2 VECES/SEMANA,Recreativa,15.0,4.0,12.0,5.0,3.0,0.0,36.63,68.8,80.7,156.0,14.4,168.0
22106.0,FLAMENCO, España ,Latina ,Alta,21.0, Principiante , intermedio ,1-2 veces/semana,Independiente,42.0,8.0,11.0,2.0,2.0,0.0,7.28,92.3,93.3,400.0,24.6,167.0
22107.0,Ballet Inglés,Reino Unido ,  Clasica,Muy Alta,10.0,Maestro,intermedio,3-4 veces/semana,Recreativa,42.0,11.0,14.0,5.0,1.0,0.0,65.1,47.0,66.6,183.0,,155.0
22108.0,LOCKING,Estados Unidos ,urbana,Media,19.0,PROFESIONAL, Básico ,5-6 VECES/SEMANA,recreativa,40.0,6.0,13.0,3.0,0.0,0.0,149.21,69.2,69.9,133.0,21.2,163.0
22109.0,LOCKING,  Estados Unidos, Urbana ,Media,20.0,Principiante,experto,Ocasional,recreativa,12.0,-8.0,8.0,3.0,2.0,2.0,127.14,77.9,68.7,126.0,21.7,143.0
22110.0,Cha Cha Cha, Cuba ,Salon,Media,34.0,Intermedio,BASICO, Diaria ,recreativa,49.0,5.0,14.0,3.0,6.0,0.0,15.4,81.7,88.0,152.0,24.2,167.0
22111.0,VALS,AUSTRIA,Salon ,Media,41.0,profesional,  Intermedio  , 3-4 veces/semana ,INDEPENDIENTE,46.0,1.0,11.0,6.0,6.0,0.0,89.37,67.4,88.8,176.0,21.7,179.0
22112.0,DANZA CONTEMPORANEA EUROPEA,Alemania,contemporanea,Alta,14.0,Intermedio,Básico,1-2 veces/semana,profesional,48.0,12.0,11.0,6.0,3.0,1.0,19.93,75.5,83.4,154.0,23.7,150.0
22113.0,BACHATA, Republica Dominicana ,  Latina,Media,29.0,PRINCIPIANTE,basico, Diaria ,independiente,35.0,2.0,13.0,4.0,3.0,3.0,19.69,37.7,92.2,103.0,20.1,159.0
22114.0,danza contemporanea,ESTADOS UNIDOS,contemporanea,Alta,11.0, profesional ,avanzado,3-4 veces/semana, Universitaria ,14.0,3.0,13.0,5.0,2.0,1.0,165.76,,63.9,126.0,24.9,168.0
22115.0, Cha Cha Cha ,cuba,SALON,Media,39.0,Avanzado,INTERMEDIO,OCASIONAL, Recreativa ,16.0,-23.0,18.0,5.0,5.0,2.0,22.98,81.8,98.0,148.0,22.0,178.0
22116.0,vals, Austria ,salon,Media,34.0,AVANZADO,AVANZADO, 1-2 veces/semana ,INDEPENDIENTE,15.0,-19.0,12.0,7.0,3.0,0.0,24.44,60.3,96.3,148.0,21.6,161.0
22117.0, Hip Hop ,estados unidos,Urbana,Media,18.0, maestro ,intermedio,Ocasional,universitaria,19.0,1.0,8.0,5.0,2.0,0.0,0.05,75.9,86.8,209.0,17.2,158.0
22118.0,Flamenco,ESPAÑA,Latina,Alta,17.0,Profesional,BASICO,3-4 veces/semana,INDEPENDIENTE,41.0,9.0,4.0,3.0,2.0,1.0,,81.7,99.4,108.0,21.9,145.0
22119.0,TANGO,ARGENTINA,latina,Alta,21.0,PRINCIPIANTE,intermedio,diaria, Recreativa ,40.0,10.0,8.0,4.0,2.0,1.0,125.85,69.9,58.1,165.0,18.5,166.0
22120.0, Danza Contemporánea ,ESTADOS UNIDOS,CONTEMPORANEA,Alta,13.0,AVANZADO,intermedio, 5-6 veces/semana , Recreativa ,30.0,6.0,12.0,7.0,3.0,3.0,78.96,77.6,71.7,195.0,19.1,185.0
22121.0, Folclor Mexicano ,MEXICO,Folklorica ,Media,19.0,maestro,INTERMEDIO,1-2 veces/semana,universitaria,31.0,4.0,13.0,5.0,1.0,0.0,110.99,60.6,69.2,-50.0,18.6,168.0
22122.0, Bachata ,Republica Dominicana ,  Latina,Media,18.0,Profesional,avanzado, ocasional , Independiente ,44.0,14.0,10.0,7.0,6.0,0.0,13.19,71.9,86.7,138.0,17.8,165.0
22123.0, Folclor Venezolano ,  Venezuela,Folklorica ,Media,10.0,AVANZADO,Básico,diaria,RECREATIVA,42.0,20.0,12.0,8.0,4.0,1.0,49.05,84.2,65.4,165.0,27.4,168.0
22124.0,Bachata,REPUBLICA DOMINICANA,LATINA,Media,21.0, profesional ,Básico,Diaria, Universitaria ,51.0,9.0,9.0,7.0,6.0,1.0,34.61,77.4,87.1,167.0,25.0,165.0
22125.0,ballet  clasico,Francia , Clasica ,Muy Alta,10.0,maestro, intermedio ,5-6 VECES/SEMANA,INDEPENDIENTE,47.0,20.0,12.0,5.0,2.0,0.0,7.88,66.2,94.4,156.0,26.8,157.0
22126.0,BREAKING,Estados Unidos,Urbana,Alta,11.0,principiante,Básico,3-4 veces/semana,INDEPENDIENTE,29.0,9.0,5.0,8.0,5.0,0.0,53.26,78.4,86.3,147.0,17.3,173.0
22127.0,ballet clasico,Francia , Clasica ,Muy Alta,10.0, maestro ,Básico,5-6 VECES/SEMANA,universitaria,34.0,7.0,11.0,4.0,2.0,1.0,202.8,85.7,81.4,163.0,21.2,167.0
22128.0,CHA CHA CHA,cuba,  Salon,Media,29.0,PRINCIPIANTE, intermedio ,5-6 veces/semana,Independiente,42.0,4.0,17.0,6.0,3.0,1.0,3.27,44.3,66.1,74.0,17.1,165.0
22129.0,vals,Austria,SALON,Media,24.0, intermedio ,Intermedio,3-4 veces/semana,independiente,8.0,-16.0,9.0,8.0,6.0,1.0,,92.4,67.8,170.0,18.9,155.0
22130.0,Danza Árabe,egipto,  Folklorica,Alta,11.0,avanzado, Básico ,3-4 veces/semana,recreativa,42.0,10.0,9.0,6.0,6.0,2.0,18.61,70.0,93.0,154.0,18.2,178.0
22131.0,hip hop,  Estados Unidos, Urbana ,Media,17.0, intermedio ,Básico,Diaria  ,RECREATIVA,44.0,17.0,15.0,3.0,5.0,4.0,21.76,81.4,87.4,143.0,24.7,172.0
22132.0,Ballet Ruso, Rusia ,CLASICA,Muy Alta,8.0,PRINCIPIANTE,Básico, Diaria ,Recreativa,54.0,18.0,7.0,8.0,4.0,1.0,191.26,,77.5,211.0,19.8,159.0
22133.0, Vals , Austria ,Salon ,Media,27.0,profesional,Básico,Diaria,Universitaria,21.0,-6.0,11.0,4.0,3.0,0.0,50.5,54.4,73.0,130.0,24.2,175.0
22134.0, Cha Cha Cha ,Cuba ,Salon ,Media,46.0, Principiante ,AVANZADO, 1-2 veces/semana ,profesional,10.0,-36.0,14.0,7.0,1.0,1.0,50.23,64.4,53.7,138.0,22.8,160.0
22135.0, Ballet Ruso ,rusia, Clasica ,Muy Alta,6.0, Principiante ,INTERMEDIO,1-2 veces/semana, Independiente ,8.0,2.0,19.0,2.0,4.0,4.0,114.36,70.7,65.1,210.0,27.9,157.0
22136.0,salsa,  Cuba, Latina ,Media,12.0,PROFESIONAL,avanzado,5-6 veces/semana, Universitaria ,12.0,0.0,13.0,10.0,3.0,0.0,13.43,63.2,100.9,125.0,60.0,157.0
22137.0,Ballet Ruso, Rusia ,Clasica,Muy Alta,8.0,intermedio,Básico,5-6 veces/semana, Profesional ,33.0,13.0,6.0,6.0,4.0,1.0,53.44,101.0,62.6,133.0,24.8,147.0
22138.0,folclor mexicano,  Mexico,Folklorica ,Media,10.0,avanzado,Intermedio,1-2 veces/semana, Profesional ,21.0,2.0,15.0,4.0,2.0,0.0,44.97,62.1,80.3,146.0,24.4,170.0
22139.0, Folclor Mexicano ,  Mexico,Folklorica,Media,6.0,Principiante, intermedio ,ocasional,universitaria,46.0,25.0,13.0,5.0,2.0,0.0,72.69,66.7,90.1,175.0,18.1,147.0
22140.0,Ballet Ingles, Reino Unido , Clasica ,Muy Alta,6.0,principiante,basico, 5-6 veces/semana ,PROFESIONAL,34.0,16.0,5.0,6.0,4.0,2.0,617.88,78.1,62.9,156.0,24.0,153.0
22141.0,Salsa, Cuba ,  Latina,Media,26.0,AVANZADO,Básico,diaria,recreativa,16.0,-10.0,12.0,4.0,4.0,1.0,117.38,57.0,80.2,111.0,22.0,144.0
22142.0,merengue,Republica Dominicana,LATINA,Baja,26.0,principiante,Experto,ocasional,Universitaria,22.0,-4.0,7.0,5.0,1.0,0.0,40.58,69.1,89.3,134.0,20.3,164.0
22143.0,DANZA CONTEMPORANEA EUROPEA,Alemania,Contemporanea ,Alta,15.0,avanzado, experto , 3-4 veces/semana ,INDEPENDIENTE,22.0,2.0,4.0,6.0,2.0,2.0,140.61,79.8,78.1,132.0,18.5,163.0
22144.0, Vals ,AUSTRIA,SALON,Media,50.0, avanzado , Básico ,DIARIA,Recreativa,33.0,-17.0,8.0,3.0,4.0,0.0,14.97,70.0,112.4,148.0,18.8,162.0
22145.0, Locking ,estados unidos,Urbana,Media,12.0, avanzado ,BASICO,1-2 veces/semana,independiente,49.0,13.0,8.0,7.0,2.0,2.0,2.47,73.6,58.0,163.0,27.1,155.0
22146.0, Danza Moderna , Estados Unidos ,Contemporanea,Alta,15.0,profesional,EXPERTO,diaria,PROFESIONAL,20.0,5.0,9.0,7.0,3.0,2.0,18.3,67.1,90.7,163.0,21.0,153.0
22147.0,BACHATA,  Republica Dominicana,latina,Media,19.0,Intermedio,experto,1-2 veces/semana, Recreativa ,39.0,13.0,11.0,8.0,5.0,3.0,33.29,52.3,75.9,,23.3,170.0
22148.0,FOLCLOR MEXICANO,mexico,  Folklorica,Media,20.0, intermedio ,AVANZADO,Diaria,INDEPENDIENTE,46.0,12.0,13.0,4.0,2.0,1.0,57.16,79.8,87.3,182.0,18.6,159.0
22149.0,danza moderna,ESTADOS UNIDOS,Contemporanea ,Alta,12.0,Maestro, experto ,1-2 VECES/SEMANA, Universitaria ,39.0,11.0,10.0,7.0,2.0,0.0,76.39,101.3,83.3,158.0,18.7,168.0
22150.0, Hip Hop ,  Estados Unidos,Urbana ,Media,11.0,profesional, Básico ,DIARIA,Profesional,11.0,0.0,6.0,3.0,2.0,3.0,193.18,75.3,69.2,192.0,24.2,156.0
22151.0,RUMBA,Cuba ,Salon,Media,30.0,MAESTRO,experto,3-4 VECES/SEMANA,independiente,37.0,5.0,11.0,4.0,2.0,1.0,57.04,,,163.0,10.0,167.0
22152.0,FLAMENCO,ESPAÑA,  Latina,Alta,18.0,intermedio, experto ,OCASIONAL,profesional,44.0,11.0,11.0,4.0,4.0,4.0,55.66,85.4,55.7,183.0,19.8,178.0
22153.0,LOCKING, Estados Unidos ,URBANA,Media,18.0,intermedio,INTERMEDIO,1-2 veces/semana,Independiente,30.0,7.0,8.0,0.0,2.0,1.0,4.12,56.0,85.2,164.0,21.1,171.0
22154.0,Bachata,Republica Dominicana ,Latina ,Media,16.0,intermedio,basico,OCASIONAL, Universitaria ,46.0,18.0,5.0,1.0,2.0,1.0,2.84,100.5,81.6,190.0,21.3,161.0
22155.0,ballet ingles,Reino Unido ,Clasica,Muy Alta,6.0,PRINCIPIANTE, experto ,1-2 veces/semana, Recreativa ,52.0,24.0,9.0,1.0,3.0,1.0,64.09,78.0,85.7,166.0,20.5,168.0
22156.0, Danza Moderna ,ESTADOS UNIDOS,contemporanea,Alta,10.0, maestro ,Avanzado,1-2 veces/semana,  Profesional  ,22.0,6.0,11.0,7.0,2.0,1.0,46.13,99.5,90.7,147.0,22.2,163.0
22157.0,breaking, Estados Unidos , Urbana ,Alta,11.0,Profesional,experto,3-4 veces/semana,PROFESIONAL,50.0,24.0,13.0,5.0,2.0,1.0,146.2,64.0,82.4,218.0,23.1,165.0
22158.0, Merengue ,  Republica Dominicana,Latina ,Baja,25.0, maestro ,Básico, Diaria , Universitaria ,36.0,7.0,6.0,5.0,2.0,2.0,14.01,102.3,79.8,177.0,23.2,162.0
22159.0,DANZA CONTEMPORANEA EUROPEA,Alemania ,  Contemporanea,Alta,15.0, intermedio ,basico,1-2 veces/semana, Recreativa ,43.0,15.0,11.0,8.0,5.0,0.0,2.02,86.6,67.4,167.0,18.0,163.0
22160.0, Danza Moderna ,ESTADOS UNIDOS, Contemporanea ,Alta,8.0, profesional ,EXPERTO,Diaria,Profesional,20.0,6.0,8.0,3.0,4.0,2.0,47.69,83.3,69.5,112.0,20.1,167.0
22161.0,ballet ruso,RUSIA,CLASICA,Muy Alta,8.0,MAESTRO, avanzado ,3-4 VECES/SEMANA,recreativa,39.0,16.0,10.0,5.0,4.0,1.0,21.69,78.5,92.2,111.0,24.6,50.0
22162.0, Tango ,  Argentina,latina,Alta,39.0,Intermedio,Experto,5-6 veces/semana, Profesional ,14.0,-25.0,9.0,3.0,4.0,2.0,4.07,71.3,95.2,,23.7,155.0
22163.0,Danza Contemporánea Europea, Alemania ,Contemporanea ,Alta,14.0, intermedio , Básico , ocasional ,UNIVERSITARIA,29.0,12.0,10.0,5.0,4.0,0.0,,93.0,75.1,154.0,16.9,250.0
22164.0, Vals ,AUSTRIA, Salon ,Media,15.0,PROFESIONAL,EXPERTO,1-2 VECES/SEMANA,Recreativa,35.0,9.0,5.0,1.0,4.0,2.0,9.47,77.1,78.6,132.0,,149.0
22165.0,DANZA ARABE,EGIPTO,  Folklorica,Alta,19.0,Avanzado,experto, 3-4 veces/semana ,Recreativa,9.0,-10.0,7.0,7.0,0.0,3.0,74.98,45.5,67.1,154.0,15.1,153.0
22166.0, Ballet Ruso ,RUSIA, Clasica ,Muy Alta,8.0,PROFESIONAL,BASICO,DIARIA,profesional,-5.0,18.0,14.0,2.0,1.0,1.0,26.4,58.2,92.1,198.0,21.1,167.0
22167.0,danza contemporanea europea,alemania,Contemporanea,Alta,15.0,Avanzado,BASICO,1-2 veces/semana,universitaria,52.0,19.0,7.0,4.0,4.0,0.0,15.24,72.2,86.0,171.0,26.7,156.0
22168.0,flamenco,España, Latina ,Alta,16.0,Principiante,avanzado, Diaria , Independiente ,13.0,-3.0,11.0,6.0,1.0,1.0,38.21,79.6,101.3,116.0,18.2,170.0
22169.0, Danza Moderna ,  Estados Unidos,CONTEMPORANEA,Alta,15.0,PROFESIONAL,Básico, 5-6 veces/semana ,Recreativa,35.0,7.0,10.0,7.0,4.0,2.0,129.34,74.2,67.5,147.0,18.5,165.0
22170.0,Ballet Inglés,reino unido, Clasica ,Muy Alta,8.0,avanzado,BASICO,1-2 veces/semana, Independiente ,35.0,9.0,7.0,9.0,1.0,0.0,39.82,93.3,,126.0,23.3,145.0
22171.0,CHA CHA CHA,CUBA,SALON,Media,40.0,maestro,Básico,OCASIONAL,INDEPENDIENTE,80.0,6.0,4.0,4.0,2.0,0.0,111.15,45.7,80.8,138.0,16.4,172.0
22172.0,merengue,Republica Dominicana,LATINA,Baja,26.0,intermedio, intermedio ,1-2 veces/semana,Profesional,51.0,14.0,7.0,1.0,2.0,0.0,10.73,77.2,,138.0,19.1,173.0
22173.0,salsa,  Cuba,  Latina,Media,29.0,PRINCIPIANTE,avanzado,Ocasional,PROFESIONAL,27.0,-2.0,12.0,4.0,1.0,1.0,118.54,47.7,75.4,136.0,22.8,155.0
22174.0,Folclor Venezolano,Venezuela ,Folklorica,Media,17.0,PROFESIONAL, avanzado ,DIARIA,Profesional,37.0,11.0,8.0,6.0,4.0,3.0,21.63,86.4,67.5,112.0,19.1,169.0
22175.0,Folclor Venezolano,  Venezuela,folklorica,Media,7.0, avanzado , experto ,1-2 veces/semana,Universitaria,18.0,5.0,14.0,3.0,7.0,0.0,90.51,73.6,88.6,146.0,20.3,156.0
22176.0, Danza Moderna ,estados unidos,CONTEMPORANEA,Muy Alta  ,10.0,MAESTRO,Avanzado,3-4 veces/semana,RECREATIVA,35.0,12.0,-20.0,4.0,3.0,2.0,66.74,81.3,86.7,133.0,23.2,166.0
22177.0, Ballet Inglés ,reino unido, Clasica ,Muy Alta,6.0,avanzado,experto,3-4 VECES/SEMANA,Recreativa,32.0,12.0,200.0,2.0,4.0,1.0,211.77,62.0,67.0,62.0,22.3,152.0
22178.0,Locking,estados unidos,  Urbana,Media,14.0,profesional, experto , 5-6 veces/semana ,independiente,46.0,-5.0,15.0,6.0,5.0,2.0,,94.2,94.3,212.0,21.8,147.0
22179.0, Locking ,  Estados Unidos, Urbana ,Media,15.0,Avanzado,Experto,3-4 VECES/SEMANA, Profesional ,40.0,60.0,8.0,8.0,3.0,3.0,5.48,90.6,92.0,,20.0,161.0
22180.0,salsa, Cuba ,LATINA,Media,26.0,PROFESIONAL, Básico ,5-6 veces/semana,universitaria,8.0,-18.0,15.0,100.0,2.0,1.0,1.55,83.8,79.6,139.0,22.1,164.0
,,,,media,,,,,,,,,,,,,,,,,
