ID_Evento,Año_Evento,Ciudad,Asistentes,Estilo_Danza,Nivel_Artista,¿Pago?,Precio_Entrada (USD),Tipo_Evento,Patrocinador,¿Streaming?,Duración_Evento (hrs),Valoración_Público,Fecha_Evento
3185,2016,Caracas,304.9,Ballet,Intermedio,No,24.53,Festival,Gobierno,,3.6,4,2022-07-13
3186,2017,Buenos Aires,119.7,Hip Hop,Intermedio,No,15.73,Festival,Local,No,1.9,5,2021-04-26
3187,2015,Buenos Aires,412.7,Flamenco,Principiante,No,16.04,Exhibición,Adidas,Sí,9.5,1,2018-05-13
3188,2019,Madrid,179.1,Contemporáneo,Intermedio,Si,33.4,Competencia,Local,Sí,2.3,3,2023-07-28
3189,2015,Lima,180.3,Urbano,Principiante,No,23.87,Competencia,Ninguno,No,7.5,4,2019-02-03
3190,2022,Ciudad de México,25.6,Contemporáneo,Élite,Gratis,93.01,Festival,Nike,Sí,11.3,1,2022-09-24
3191,2015,Madrid,278.9,Salsa,Élite,Sí,10.58,Exhibición,Gobierno,No,10.6,4,2019-01-29
3192,2025,Ciudad de México,271.9,Hip Hop,Élite,No,69.9,Competencia,Local,Sí,4.1,3,2017-11-01
3193,2015,Lima,184.4,Urbano,Élite,Sí,18.92,Gala,Ninguno,Sí,10.4,4,2020-05-04
3194,2016,Bogotá,448.2,Urbano,Élite,No,88.16,Exhibición,Adidas,Sí,1.0,5,2024-03-15
3195,2016,Madrid,73.1,Ballet,Principiante,No,96.13,Taller,Ninguno,No,1.2,5,2017-04-29
3196,2020,Caracas,171.7,Salsa,Intermedio,No,46.55,Competencia,Gobierno,No,7.6,4,2015-12-20
3197,2021,Ciudad de México,167.6,Ballet,Intermedio,No,87.91,Taller,Adidas,No,5.0,1,2018-01-03
3198,2019,Caracas,55.2,Urbano,Élite,No,0.51,Competencia,Nike,Sí,5.3,1,2022-12-30
3199,2015,Lima,245.8,Ballet,Élite,No,81.99,Gala,Gobierno,No,7.2,1,2019-10-06
3200,2015,Buenos Aires,347.0,Ballet,Avanzado,Sí,22.86,Gala,Ninguno,No,3.1,4,2024-12-11
3201,2017,Caracas,260.7,Ballet,Avanzado,No,90.87,Competencia,Gobierno,Sí,3.3,1,2019-01-04
3202,2016,Bogotá,86.9,Hip Hop,Avanzado,No,0.11,Competencia,Local,Sí,6.3,3,2017-09-17
3203,2019,Ciudad de México,194.9,Salsa,Avanzado,Sí,55.62,Exhibición,Local,Sí,9.3,5,2018-06-18
3204,2024,Buenos Aires,11.3,Hip Hop,Élite,Sí,75.66,Exhibición,Ninguno,Sí,7.8,3,2023-05-24
3205,2020,Lima,435.5,Contemporáneo,Semiprofesional,Si,25.87,Taller,Local,,4.3,1,2020-02-28
3206,2021,Lima,51.4,Flamenco,Élite,Si,19.31,Competencia,Local,No,5.7,3,2023-10-31
3207,2018,Bogotá,302.7,Hip Hop,Semiprofesional,Sí,8.41,Exhibición,Local,No,2.9,1,2019-12-15
3208,2021,Bogotá,493.3,Salsa,Semiprofesional,Sí,32.64,Gala,Nike,,1.8,4,2023-09-03
3209,2025,Buenos Aires,272.9,Urbano,Principiante,Si,55.98,Festival,Local,No,9.6,3,2021-05-30
3210,2022,Madrid,462.8,Salsa,Élite,No,11.58,Exhibición,Gobierno,Sí,3.9,4,2021-03-06
3211,2025,Buenos Aires,125.7,Urbano,Semiprofesional,No,37.67,Competencia,Gobierno,Sí,3.0,4,2024-05-07
3212,2015,Bogotá,382.4,Ballet,Intermedio,Sí,0.91,Competencia,Gobierno,Sí,8.6,2,2018-01-16
3213,2020,Ciudad de México,270.3,Urbano,Principiante,No,81.87,Gala,Gobierno,,7.8,1,2017-03-28
3214,2022,Buenos Aires,363.1,Urbano,Principiante,Sí,12.84,Festival,Ninguno,Sí,8.0,5,2019-12-05
3215,2019,Madrid,40.5,Salsa,Élite,Sí,28.33,Taller,Ninguno,No,3.5,1,2020-05-14
3216,2018,Madrid,82.4,Contemporáneo,Élite,Sí,1.84,Gala,Ninguno,Sí,3.6,5,2021-09-03
3217,2016,Buenos Aires,75.2,Flamenco,Intermedio,No,43.22,Competencia,Ninguno,Sí,3.4,1,2021-06-30
3218,2020,Bogotá,346.7,Flamenco,Avanzado,Sí,84.01,Festival,Gobierno,No,2.9,4,2023-03-07
3219,2020,Bogotá,423.8,Hip Hop,Avanzado,Si,39.22,Exhibición,Ninguno,Sí,8.2,3,2017-06-07
3220,2025,Lima,377.3,Contemporáneo,Avanzado,Sí,17.95,Competencia,Gobierno,Sí,10.3,3,2020-01-30
3221,2015,Ciudad de México,24.9,Hip Hop,Avanzado,No,75.37,,Nike,Sí,9.0,2,2018-03-26
3222,2023,Bogotá,434.9,Flamenco,Intermedio,Gratis,78.88,Exhibición,Gobierno,No,9.7,5,2016-10-29
3223,2025,Bogotá,183.5,Urbano,Semiprofesional,Gratis,17.38,Exhibición,Gobierno,Sí,5.5,5,2016-09-24
3224,2020,Buenos Aires,204.6,Urbano,Élite,Sí,77.09,Gala,Nike,Sí,8.2,5,2022-03-09
3225,2017,Bogotá,61.4,Urbano,Intermedio,Sí,94.73,Taller,Nike,,4.9,4,2019-07-01
3226,2018,Lima,371.3,Flamenco,Élite,Gratis,16.64,Competencia,Gobierno,Sí,6.8,5,2015-05-17
3227,2025,Bogota,99.3,Contemporáneo,Élite,Sí,77.1,Gala,Ninguno,No,6.3,3,2020-04-30
3228,2018,Lima,286.3,Salsa,Avanzado,No,70.86,Festival,Ninguno,,2.9,4,2019-08-25
3229,2017,Buenos Aires,421.9,Urbano,Semiprofesional,Gratis,47.36,Competencia,Local,Sí,5.3,1,2016-03-03
3230,2024,Buenos Aires,53.7,Flamenco,Principiante,Sí,5.79,,Ninguno,No,11.6,5,2019-01-15
3231,2017,Ciudad de México,272.3,Ballet,Avanzado,Si,7.47,Gala,Nike,Sí,3.7,5,2022-04-13
3232,2017,Buenos Aires,124.3,Ballet,Intermedio,Sí,85.24,Gala,Gobierno,Sí,2.5,1,2023-02-06
3233,2018,Lima,178.0,Salsa,Avanzado,Sí,99.01,Festival,Adidas,,5.6,5,2017-03-29
3234,2021,Ciudad de México,242.2,Flamenco,Semiprofesional,No,67.61,Festival,Gobierno,Sí,9.7,1,2020-12-28
3235,2018,Bogotá,184.0,Flamenco,Semiprofesional,No,44.6,Exhibición,Nike,Sí,7.4,4,2018-01-11
3236,2023,Lima,327.9,Urbano,Avanzado,No,64.76,Taller,Adidas,Sí,8.5,3,2021-02-02
3237,2015,Madrid,245.0,Salsa,Avanzado,Sí,59.44,Taller,Gobierno,No,3.1,1,2015-07-17
3238,2022,Caracas,296.3,Hip Hop,Principiante,No,38.36,Festival,Local,No,7.8,2,2022-04-25
3239,2021,Bogotá,371.0,Urbano,Avanzado,No,6.56,Festival,Ninguno,No,4.6,1,2024-12-18
3240,2016,Buenos Aires,283.3,Flamenco,Principiante,Sí,82.15,Competencia,Nike,Sí,10.2,5,2020-06-18
3241,2022,Bogotá,297.4,Ballet,Élite,No,37.18,Competencia,Gobierno,No,7.9,4,2022-07-01
3242,2015,Caracas,286.6,Contemporáneo,Principiante,No,81.88,Competencia,Gobierno,Sí,3.2,4,2024-07-24
3243,2025,Caracas,195.6,Flamenco,Intermedio,Sí,25.25,Competencia,Adidas,No,1.7,1,2021-09-14
3244,2023,Madrid,175.3,Salsa,Semiprofesional,Sí,0.1,Exhibición,Local,Sí,1.5,3,2016-04-15
3245,2023,Bogotá,450.8,Contemporáneo,Intermedio,No,15.89,Exhibición,Ninguno,Sí,5.1,2,2021-03-15
3246,2016,Caracas,307.7,Urbano,Élite,No,46.85,Gala,Gobierno,No,3.9,4,2020-05-02
3247,2021,Lima,129.7,Ballet,Intermedio,Sí,94.43,Exhibición,Ninguno,No,8.1,5,2017-07-17
3248,2024,Lima,254.1,Ballet,Intermedio,No,10.22,Taller,Ninguno,No,6.5,5,2020-07-03
3249,2017,Ciudad de México,171.9,Contemporáneo,Principiante,Sí,85.42,Taller,Gobierno,Sí,3.9,3,2022-05-03
3250,2021,Buenos Aires,467.5,Ballet,Semiprofesional,No,52.7,Festival,Adidas,,2.6,4,2023-03-18
3251,2024,Lima,13.7,Hip Hop,Élite,Sí,82.59,Festival,Adidas,No,2.4,1,2017-06-24
3252,2023,Lima,120.4,Ballet,Élite,Sí,29.84,Competencia,Nike,Sí,10.5,5,2021-01-31
3253,2018,Ciudad de México,189.0,Contemporáneo,Principiante,No,83.99,Gala,Gobierno,No,3.7,3,2015-01-23
3254,2015,Caracas,249.0,Salsa,Élite,Sí,77.28,Exhibición,Nike,Sí,8.2,4,2015-08-23
3255,2016,Buenos Aires,426.9,Ballet,Intermedio,Gratis,23.01,Taller,Gobierno,No,9.9,4,2023-06-12
3256,2015,Caracas,53.1,Ballet,Principiante,Sí,13.13,Festival,Nike,No,7.8,4,2018-01-29
3257,2019,Madrid,404.9,Ballet,Principiante,Sí,86.81,Gala,Gobierno,Sí,10.5,4,2017-07-17
3258,2019,Lima,37.3,Urbano,Principiante,No,96.32,Festival,Adidas,Sí,5.3,4,2024-11-16
3259,2025,Lima,422.7,Urbano,Intermedio,Sí,3.13,Festival,Gobierno,Sí,11.5,5,2016-06-06
3260,2021,Bogotá,35.3,Urbano,Principiante,Gratis,73.13,Taller,Nike,Sí,2.5,3,2019-12-14
3261,2023,Lima,18.9,Flamenco,Élite,Si,90.95,Exhibición,Nike,,2.1,4,2024-08-24
3262,2023,Madrid,351.5,Flamenco,Principiante,Gratis,85.74,Festival,Nike,No,8.2,2,2016-03-06
3263,2017,Caracas,498.7,Flamenco,Élite,Sí,96.45,,Gobierno,No,11.4,2,2017-03-03
3264,2017,Caracas,449.3,Salsa,Intermedio,No,76.01,Exhibición,Nike,Sí,9.9,3,2019-06-18
3265,2017,Madrid,292.2,Hip Hop,Principiante,Sí,44.23,Taller,Ninguno,Sí,1.8,1,2019-10-03
3266,2018,Bogotá,459.5,Flamenco,Principiante,No,31.2,Competencia,Local,No,4.1,1,2016-06-16
3267,2022,Bogotá,12.6,Ballet,Semiprofesional,Sí,32.07,Competencia,Nike,No,11.2,1,2023-04-15
3268,2020,Lima,487.8,Hip Hop,Avanzado,Sí,72.44,,Gobierno,Sí,3.8,2,2019-10-13
3269,2022,Madrid,250.5,Contemporáneo,Avanzado,No,74.58,Competencia,Local,No,9.6,1,2019-08-03
3270,2015,Buenos Aires,364.2,Ballet,Avanzado,Sí,20.04,Gala,Gobierno,No,10.1,5,2018-08-09
3271,2022,Buenos Aires,412.2,Urbano,Principiante,Si,86.81,,Nike,Sí,6.4,4,2022-10-28
3272,2018,Caracas,362.0,Flamenco,Élite,No,71.49,Taller,Nike,No,5.2,2,2017-07-01
3273,2025,Bogotá,272.2,Ballet,Intermedio,No,56.28,Gala,Nike,Sí,6.0,3,2018-01-29
3274,2015,Buenos Aires,243.5,Flamenco,Avanzado,Sí,47.15,Exhibición,Gobierno,No,3.5,3,2019-03-06
3275,2022,Lima,420.9,Salsa,Intermedio,Si,54.32,Exhibición,Local,Sí,10.8,4,2018-08-20
3276,2018,Bogotá,110.5,Flamenco,Avanzado,Sí,15.92,Gala,Local,Sí,6.0,2,2022-12-28
3277,2020,Caracas,484.3,Urbano,Principiante,Sí,20.37,Gala,Local,Sí,10.7,1,2022-01-31
3278,2022,Ciudad de México,358.4,Hip Hop,Principiante,No,9.12,Festival,Adidas,No,2.2,1,2017-10-20
3279,2018,Buenos Aires,107.8,Hip Hop,Principiante,Sí,15.37,Taller,Ninguno,Sí,11.9,5,2019-04-26
3280,2017,Lima,370.8,Contemporáneo,Élite,No,45.37,Festival,Nike,Sí,5.9,5,2018-10-10
3281,2023,Bogotá,269.6,Ballet,Élite,Sí,53.04,,Gobierno,Sí,1.5,1,2024-03-28
3282,2017,Lima,356.5,Salsa,Avanzado,Sí,1.79,Competencia,Local,Sí,1.4,3,2019-02-28
3283,2023,Buenos Aires,386.2,Flamenco,Principiante,Sí,79.68,Gala,Gobierno,Sí,9.2,3,2019-08-09
3284,2016,Lima,52.8,Contemporáneo,Semiprofesional,Sí,29.42,Exhibición,Local,Sí,8.2,5,2020-06-20
3285,2016,Lima,258.0,Ballet,Intermedio,Sí,91.18,Gala,Adidas,No,9.8,4,2015-08-15
3286,2016,Ciudad de México,466.7,Flamenco,Avanzado,Sí,96.75,Exhibición,Ninguno,No,2.2,1,2018-06-13
3287,2020,Lima,167.1,Flamenco,Principiante,Sí,18.55,Taller,Local,Sí,1.4,5,2017-05-22
3288,2017,Madrid,301.0,Hip Hop,Élite,No,46.21,Gala,Local,Sí,6.6,5,2017-06-10
3289,2023,Bogotá,190.9,Contemporáneo,Élite,Si,0.12,Festival,Nike,,5.3,1,2019-01-18
3290,2018,Lima,232.6,Hip Hop,Avanzado,No,59.83,Competencia,Gobierno,Sí,6.1,1,2017-11-02
3291,2015,Buenos Aires,278.8,Salsa,Principiante,No,60.73,Exhibición,Nike,Sí,11.9,3,2021-03-07
3292,2018,Buenos Aires,279.0,Flamenco,Élite,Sí,24.75,Gala,Local,No,11.7,4,2022-08-20
3293,2015,Bogotá,108.8,Urbano,Semiprofesional,Sí,55.84,Festival,Gobierno,Sí,11.4,4,2016-02-01
3294,2019,Madrid,345.4,Contemporáneo,Élite,Sí,22.55,Festival,Local,No,9.6,1,2018-01-28
3295,2018,Caracas,53.1,Urbano,Élite,No,16.08,Festival,Gobierno,No,4.9,2,2020-09-09
3296,2022,Buenos Aires,78.0,Ballet,Intermedio,No,65.15,Exhibición,Adidas,No,5.5,5,2023-01-24
3297,2022,Buenos Aires,11.3,Hip Hop,Avanzado,Sí,32.59,Festival,Local,Sí,7.0,5,2024-11-08
3298,2021,Ciudad de México,67.2,Flamenco,Semiprofesional,Sí,59.03,Gala,Adidas,No,10.1,1,2016-10-10
3299,2017,Lima,241.9,Ballet,Avanzado,No,43.32,Competencia,Local,Sí,1.8,2,2015-11-25
3300,2015,Buenos Aires,307.0,Flamenco,Principiante,Sí,98.44,Competencia,Nike,Sí,5.7,3,2023-11-12
3301,2015,Buenos Aires,399.2,Ballet,Principiante,No,14.96,Taller,Ninguno,No,1.9,1,2019-01-22
3302,2025,Bogotá,62.3,Urbano,Semiprofesional,Sí,46.46,Exhibición,Adidas,Sí,6.7,1,2017-08-09
3303,2017,Buenos Aires,426.9,Contemporáneo,Principiante,Sí,68.05,Taller,Nike,No,10.9,5,2020-06-28
3304,2020,Cdmx,375.5,Urbano,Élite,No,39.55,Festival,Adidas,Sí,9.6,1,2020-07-09
3305,2021,Caracas,210.2,Salsa,Intermedio,No,97.47,,Nike,No,3.5,1,2023-09-07
3306,2020,Ciudad de México,467.1,Hip Hop,Élite,No,72.19,Festival,Adidas,,11.7,1,2022-04-22
3307,2020,Madrid,495.6,Hip Hop,Principiante,Gratis,65.7,Gala,Ninguno,No,8.3,5,2020-02-22
3308,2020,Lima,110.5,Urbano,Intermedio,Sí,75.71,Exhibición,Local,Sí,1.1,3,2018-04-11
3309,2017,Bogotá,195.8,Hip Hop,Avanzado,Sí,95.26,Gala,Local,No,3.8,3,2019-11-08
3310,2020,Madrid,464.0,Hip Hop,Élite,No,90.78,Festival,Nike,No,3.9,1,2015-06-11
3311,2022,Caracas,363.6,Salsa,Principiante,Si,72.43,,Ninguno,,1.8,5,2019-10-18
3312,2025,Bogotá,33.6,Flamenco,Intermedio,Sí,74.92,Festival,Local,Sí,11.6,3,2017-02-14
3313,2025,Caracas,392.9,Flamenco,Élite,Si,14.59,Gala,Local,Sí,6.3,3,2024-02-17
3314,2016,Caracas,415.7,Flamenco,Avanzado,Sí,10.28,Festival,Gobierno,No,10.9,3,2020-01-02
3315,2019,Lima,377.7,Hip Hop,Principiante,No,57.09,Taller,Local,No,4.5,5,2021-05-10
3316,2015,Ciudad de México,401.8,Ballet,Élite,No,1.84,Competencia,Ninguno,Sí,2.4,5,2023-06-02
3317,2015,Caracas,414.3,Contemporáneo,Intermedio,Sí,48.24,Taller,Nike,Sí,6.2,1,2017-11-17
3318,2019,Caracas,101.3,Salsa,Intermedio,No,21.03,Gala,Local,No,2.3,4,2021-07-01
3319,2017,Caracas,125.5,Urbano,Principiante,No,34.6,Competencia,Gobierno,No,6.3,3,2017-07-28
3320,2018,Lima,320.5,Urbano,Principiante,Sí,77.58,Festival,Gobierno,Sí,11.1,4,2023-10-26
3321,2017,Madrid,454.9,Salsa,Avanzado,No,94.12,Gala,Adidas,No,6.7,5,2016-06-23
3322,2015,Caracas,164.9,Hip Hop,Intermedio,Sí,7.24,Exhibición,Ninguno,No,7.8,5,2021-12-10
3323,2015,Madrid,298.3,Hip Hop,Principiante,Si,53.42,Exhibición,Ninguno,No,2.7,5,2017-04-01
3324,2019,Bogotá,344.7,Hip Hop,Principiante,No,88.25,,Adidas,Sí,1.5,4,2019-01-01
3325,2020,Caracas,231.5,Salsa,Principiante,Sí,8.25,Competencia,Gobierno,Sí,2.2,5,2017-12-24
3326,2017,Buenos Aires,359.8,Hip Hop,Élite,No,82.45,Festival,Local,Sí,7.6,1,2015-12-22
3327,2023,Bogotá,450.8,Contemporáneo,Intermedio,Sí,35.78,Competencia,Nike,No,2.0,5,2024-11-13
3328,2019,Bogotá,315.8,Urbano,Principiante,Sí,32.21,Festival,Adidas,Sí,5.1,2,2024-02-06
3329,2022,Madrid,274.5,Urbano,Avanzado,Sí,97.75,Festival,Ninguno,No,7.1,4,2015-08-23
3330,2015,Caracas,225.0,Hip Hop,Semiprofesional,Sí,20.09,Taller,Adidas,,5.3,2,2021-03-24
3331,2019,Caracas,293.0,Ballet,Avanzado,Sí,69.32,Festival,Gobierno,No,2.8,5,2019-03-29
3332,2017,Ciudad de México,184.1,Ballet,Élite,No,82.14,Festival,Ninguno,Sí,4.0,1,2024-04-07
3333,2015,Buenos Aires,201.8,Salsa,Intermedio,Sí,4.12,,Local,Sí,11.2,3,2020-09-27
3334,2018,Lima,270.6,Salsa,Principiante,No,67.04,Competencia,Ninguno,No,8.4,5,2015-04-28
3335,2019,Ciudad de México,42.6,Hip Hop,Élite,Gratis,95.15,Festival,Adidas,Sí,6.5,1,2020-10-02
3336,2021,Madrid,122.2,Urbano,Semiprofesional,No,12.42,Taller,Gobierno,,1.1,4,2019-08-01
3337,2015,Caracas,276.0,Ballet,Élite,Sí,89.62,Taller,Gobierno,Sí,11.9,2,2022-02-25
3338,2017,Madrid,221.4,Salsa,Semiprofesional,Sí,59.48,,Ninguno,,8.4,2,2017-12-03
3339,2016,Ciudad de México,173.1,Urbano,Principiante,No,61.66,Competencia,Ninguno,Sí,4.5,2,2020-10-01
3340,2023,Ciudad de México,368.0,Hip Hop,Semiprofesional,Sí,61.29,Exhibición,Nike,,10.7,4,2016-07-11
3341,2024,Caracas,349.9,Ballet,Semiprofesional,Sí,29.88,,Local,Sí,3.8,1,2024-11-05
3342,2020,Ciudad de México,91.7,Flamenco,Avanzado,Sí,93.52,Taller,Nike,Sí,7.0,4,2023-09-09
3343,2024,Bogotá,440.5,Ballet,Élite,Sí,94.74,Competencia,Ninguno,Sí,8.0,2,2019-12-21
3344,2017,Bogotá,252.8,Ballet,Semiprofesional,Si,62.53,Gala,Local,No,3.4,5,2020-06-28
3345,2022,Madrid,373.3,Urbano,Élite,Si,78.34,Exhibición,Local,No,11.8,3,2022-12-25
3346,2022,Buenos Aires,290.8,Ballet,Principiante,Sí,61.23,Gala,Adidas,No,9.2,4,2016-02-02
3347,2016,Buenos Aires,498.9,Contemporáneo,Élite,No,48.44,Exhibición,Gobierno,Sí,7.1,4,2023-10-15
3348,2020,Caracas,378.7,Flamenco,Avanzado,Si,66.08,Festival,Gobierno,No,3.0,1,2016-11-05
3349,2021,Lima,356.4,Ballet,Élite,Sí,55.3,,Nike,Sí,1.6,1,2016-01-22
3350,2016,Caracas,391.5,Flamenco,Principiante,No,59.75,Exhibición,Adidas,,4.5,4,2020-11-28
3351,2025,Bogotá,80.1,Urbano,Intermedio,Sí,78.38,Taller,Adidas,,9.3,2,2022-04-15
3352,2024,Ciudad de México,110.2,Ballet,Intermedio,Sí,48.09,Taller,Local,Sí,4.0,3,2020-08-26
3353,2016,Buenos Aires,359.9,Ballet,Intermedio,No,4.08,Festival,Local,,6.9,1,2023-11-28
3354,2024,Madrid,252.1,Flamenco,Avanzado,Sí,16.4,Gala,Nike,No,9.0,2,2017-06-02
3355,2015,Caracas,379.8,Contemporáneo,Intermedio,No,43.86,Exhibición,Adidas,,2.2,5,2024-11-16
3356,2022,Lima,60.4,Salsa,Intermedio,Sí,72.48,Gala,Gobierno,No,8.5,1,2016-06-24
3357,2015,Lima,272.9,Salsa,Avanzado,Si,59.33,Taller,Ninguno,No,2.0,2,2015-06-20
3358,2023,Madrid,195.6,Contemporáneo,Intermedio,Gratis,65.03,Gala,Nike,No,11.6,2,2021-09-22
3359,2025,Lima,233.9,Hip Hop,Intermedio,Sí,47.93,Exhibición,Gobierno,Sí,6.4,3,2017-01-09
3360,2020,Lima,305.9,Contemporáneo,Intermedio,Sí,61.57,Gala,Local,Sí,2.7,3,2018-11-02
3361,2021,Lima,256.1,Ballet,Intermedio,Gratis,32.9,Taller,Adidas,Sí,4.8,5,2023-12-04
3362,2024,Ciudad de México,274.5,Urbano,Élite,Si,47.02,Gala,Local,Sí,5.5,2,2022-12-15
3363,2021,Bogotá,248.3,Salsa,Principiante,Sí,74.43,Exhibición,Gobierno,Sí,9.3,2,2021-03-27
3364,2024,Buenos Aires,210.4,Flamenco,Principiante,No,87.18,Exhibición,Nike,No,9.2,3,2015-04-29
3365,2017,Bogotá,388.2,Hip Hop,Principiante,No,43.37,Exhibición,Adidas,,7.7,1,2023-11-02
3366,2016,Lima,16.0,Ballet,Semiprofesional,Gratis,4.37,Festival,Ninguno,No,2.2,1,2022-10-02
3367,2023,Caracas,303.2,Hip Hop,Élite,Sí,16.17,Exhibición,Local,,2.7,4,2021-11-17
3368,2022,Caracas,287.1,Ballet,Principiante,Sí,2.09,Gala,Adidas,No,2.0,3,2020-11-21
3369,2024,Ciudad de México,360.9,Hip Hop,Principiante,No,65.33,,Ninguno,No,7.3,4,2022-07-08
3370,2021,Madrid,303.5,Salsa,Élite,Sí,33.23,Festival,Adidas,Sí,10.6,3,2020-06-18
3371,2023,Lima,415.1,Ballet,Principiante,Gratis,54.25,Festival,Gobierno,Sí,5.8,5,2024-10-13
