ID_Producto,Marca,Modelo,Precio (USD),Talla,Color,Material,Peso (gr),Disponibilidad,Rating,Tipo_Deporte,Garantía (meses),Fecha_Lanzamiento
5374,Puma,RS-X,152.45,10.6,Gris,Cuero,280.8,Sí,4,Tenis,6,2021-02-23
5375,New Balance,Ultraboost,60.68,8.0,Rojo Oscuro,Cuero,265.4,Sí,1,Running,12,2022-01-20
5376,Puma,Ultraboost,97.85,5.2,Rojo Oscuro,Cuero,333.5,Sí,3,Basketball,12,2023-04-07
5377,Adidas,Ultraboost,176.73,6.9,Rojo Oscuro,Sintético,361.6,Sí,4,Fútbol,12,2023-09-28
5378,Reebok,Ultraboost,53.49,8.8,Rojo,Lona,352.5,Sí,3,Tenis,6,2020-11-01
5379,Adidas,Chuck Taylor,172.17,9.4,Rojo Oscuro,Malla,359.6,Sí,3,Basketball,24,2021-12-02
5380,Reebok,Free Run,92.28,6.8,Rojo Oscuro,Cuero,287.1,Sí,1,Deporte,12,2022-05-18
5381,Under Armour,Free Run,67.72,6.0,Blanco,,363.6,No,4,Fútbol,-3,2021-06-20
5382,Adidas,Free Run,154.51,10.8,Rojo Oscuro,Cuero,224.0,Sí,5,Gym,6,2023-02-09
5383,Nike,Free Run,144.34,11.9,Rojo,Malla,308.9,No,1,Deporte,12,2023-12-05
5384,Adidas,Air Max,181.62,8.7,Blanco,Malla,201.2,Sí,1,Gym,12,2020-07-24
5385,New Balance,Ultraboost,160.26,6.2,Rojo Oscuro,Sintético,264.9,No,4,Running,6,2023-04-23
5386,Under Armour,,170.52,6.9,Gris,Lona,273.3,No,4,Deporte,12,2023-11-06
5387,Nike,Free Run,92.31,5.1,Rojo Oscuro,Sintético,279.2,En stock,3,Deporte,6,2021-05-10
5388,Nike,Air Max,76.62,11.4,Verde,Malla,339.1,No,4,Deporte,12,2023-11-03
5389,Nike,Free Run,162.59,5.8,Gris,Lona,277.7,No,3,Running,12,2022-12-06
5390,Reebok,Ultraboost,171.03,9.0,Gris,,289.7,Sí,1,Basketball,6,2021-05-18
5391,Reebok,Classic,198.58,6.9,Rojo,Malla,247.5,Sí,2,Running,12,2022-11-11
5392,Adidas,RS-X,111.89,8.9,Rojo Oscuro,Cuero,274.7,Sí,5,Fútbol,12,2020-07-31
5393,Nike,RS-X,105.8,9.6,Rojo Oscuro,Lona,245.5,Sí,1,Basketball,6,2020-11-05
5394,Reebok,Air Max,166.46,10.8,Azul,Cuero,214.6,Sí,4,Tenis,-3,2021-10-22
5395,Nike,,101.12,6.4,Blanco,Lona,320.7,Sí,5,Deporte,-3,2022-01-22
5396,Reebok,Classic,189.61,5.1,Gris,Sintético,333.6,En stock,2,Basketball,12,2020-09-28
5397,Nike,RS-X,178.76,6.0,Rojo Oscuro,Malla,323.9,No,2,Tenis,6,2022-07-26
5398,Reebok,Classic,114.35,11.3,Rojo,Lona,292.7,No,3,Basketball,12,2023-05-10
5399,Under Armour,Chuck Taylor,162.63,11.1,Verde,Cuero,276.0,Sí,5,Fútbol,12,2020-02-01
5400,Nike,RS-X,163.18,9.2,Azul,Malla,372.7,No,3,Basketball,6,2021-03-18
5401,Nike,Free Run,65.47,9.2,Negro,,303.8,Sí,1,Deporte,12,2020-06-10
5402,Puma,Chuck Taylor,185.38,9.7,Azul,Sintético,295.8,Sí,5,Tenis,12,2022-02-05
5403,Under Armour,,125.79,6.2,Azul,,205.1,Sí,1,Running,12,2020-09-10
5404,Adidas,Ultraboost,173.97,11.4,Verde,Sintético,268.2,Sí,3,Tenis,12,2021-06-04
5405,New Balance,Classic,98.01,7.9,Verde,Cuero,276.0,En stock,5,Basketball,12,2022-09-03
5406,Adidas,Classic,184.33,7.7,Negro,Lona,279.8,Sí,3,Tenis,-3,2020-01-10
5407,Nike,Classic,108.38,8.6,Blanco,Sintético,316.0,Sí,5,Basketball,6,2021-12-26
5408,New Balance,Free Run,51.63,5.3,Azul,Cuero,306.7,No,3,Deporte,12,2021-05-19
5409,Nike,Air Max,185.81,6.2,Verde,Sintético,321.6,Sí,2,Gym,24,2022-02-23
5410,New Balance,,63.69,10.2,Negro,Malla,353.0,Sí,3,Gym,12,2021-03-11
5411,Reebok,Ultraboost,97.9,5.6,Gris,Cuero,362.6,Sí,2,Basketball,12,2023-02-08
5412,Puma,,192.51,9.2,Blanco,Malla,343.6,Sí,3,Tenis,12,2020-06-01
5413,Under Armour,Chuck Taylor,192.59,6.7,Rojo Oscuro,Lona,391.1,No,5,Deporte,12,2022-07-05
5414,Under Armour,Classic,136.02,7.7,Negro,Cuero,203.6,No,5,Fútbol,24,2022-05-18
5415,Adidas,Chuck Taylor,144.78,7.0,Verde,Sintético,239.2,En stock,5,Deporte,12,2023-01-30
5416,Under Armour,Classic,117.27,7.5,Verde,Sintético,201.5,Sí,4,Fútbol,-3,2022-01-22
5417,Reebok,RS-X,93.98,10.0,Gris,,329.5,No,1,Deporte,6,2023-04-29
5418,Under Armour,,99.3,7.1,Gris,Malla,379.6,Sí,5,Running,6,2021-07-16
5419,Nike,Ultraboost,150.88,9.0,Azul,Cuero,248.7,No,2,Basketball,12,2023-01-09
5420,New Balance,Ultraboost,162.86,8.3,Blanco,,385.4,No,5,Deporte,6,2021-05-03
5421,Puma,Free Run,168.74,9.6,Azul,Cuero,212.1,En stock,4,Running,6,2022-06-13
5422,New Balance,Ultraboost,168.44,11.6,Rojo Oscuro,,386.9,Sí,2,Deporte,6,2023-01-16
5423,Under Armour,Classic,63.68,10.1,Blanco,,270.3,Sí,4,Gym,6,2023-05-02
5424,Nike,,124.16,6.5,Gris,Lona,220.3,En stock,2,Deporte,6,2020-04-13
5425,Under Armour,Classic,58.63,5.2,Blanco,Sintético,297.2,En stock,3,Fútbol,-3,2023-01-24
5426,New Balance,,132.43,6.8,Negro,Sintético,251.4,En stock,1,Running,6,2023-12-17
5427,Under Armour,Air Max,116.23,9.2,Rojo,Cuero,257.0,No,1,Gym,12,2023-05-06
5428,Puma,,183.16,5.4,Blanco,Malla,261.5,No,4,Deporte,12,2022-10-21
5429,Adidas,Ultraboost,102.64,8.5,Negro,Sintético,360.6,Sí,1,Running,-3,2022-10-03
5430,Reebok,Ultraboost,67.56,9.2,Gris,,307.8,No,4,Gym,6,2021-02-10
5431,Nike,RS-X,71.45,7.3,Verde,Lona,262.3,En stock,4,Tenis,24,2023-11-02
5432,New Balance,Air Max,164.23,10.4,Verde,Lona,322.1,No,4,Fútbol,12,2020-06-15
5433,Adidas,Free Run,142.73,5.7,Azul,Lona,343.2,Sí,1,Tenis,12,2021-05-23
5434,Under Armour,,65.17,5.5,Gris,Sintético,254.5,Sí,4,Basketball,12,2020-11-08
5435,Adidas,Ultraboost,62.62,10.1,Negro,Cuero,282.7,Sí,1,Deporte,24,2023-12-12
5436,New Balance,Free Run,155.15,8.5,Blanco,Malla,224.4,No,4,Tenis,6,2022-02-01
5437,Puma,Free Run,60.91,9.8,Gris,Cuero,236.2,Sí,5,Deporte,12,2021-11-11
5438,Adidas,Chuck Taylor,173.28,8.0,Negro,Lona,336.2,Sí,4,Deporte,12,2021-04-21
5439,Nike,Free Run,155.94,6.7,Rojo Oscuro,,236.3,Sí,2,Basketball,12,2020-03-13
5440,Puma,Ultraboost,62.2,10.7,Rojo,Cuero,305.0,Sí,4,Fútbol,-3,2023-03-10
5441,Under Armour,Ultraboost,62.73,10.6,Verde,Lona,341.8,Sí,3,Gym,6,2021-08-04
5442,Under Armour,,198.0,9.9,Azul,Malla,221.4,Sí,4,Deporte,-3,2020-09-18
5443,Under Armour,RS-X,106.14,6.9,Gris,Malla,313.5,No,2,Tenis,6,2023-09-25
5444,Under Armour,Ultraboost,105.6,9.1,Azul,Sintético,251.3,No,2,Deporte,6,2023-08-24
5445,Reebok,Chuck Taylor,171.92,7.5,Negro,,392.6,Sí,1,Tenis,6,2020-09-01
5446,Under Armour,Chuck Taylor,192.09,5.6,Rojo Oscuro,Malla,296.7,Sí,5,Deporte,6,2023-09-22
5447,Nike,Chuck Taylor,197.9,11.4,Azul,,361.2,No,4,Deporte,12,2021-07-14
5448,New Balance,,163.01,6.0,Rojo Oscuro,,310.0,Sí,1,Tenis,6,2023-01-04
5449,Reebok,Classic,106.44,11.7,Azul,,208.7,No,5,Gym,6,2020-06-23
5450,New Balance,Free Run,62.53,8.1,Rojo,Cuero,326.6,Sí,4,Fútbol,-3,2020-04-18
5451,Puma,,166.57,6.3,Negro,Malla,390.3,No,3,Running,24,2020-07-01
5452,Reebok,RS-X,133.76,8.8,Azul,Sintético,320.3,No,4,Basketball,24,2020-07-10
5453,New Balance,Ultraboost,113.63,11.1,Azul,,363.8,En stock,2,Running,24,2020-03-05
5454,Reebok,Air Max,185.95,10.1,Rojo Oscuro,Malla,376.8,No,2,Gym,12,2022-08-20
5455,Puma,Ultraboost,66.68,10.6,Azul,Lona,245.6,Sí,3,Gym,6,2023-01-28
5456,Under Armour,Air Max,123.89,9.6,Blanco,Malla,242.4,Sí,1,Fútbol,6,2022-05-13
5457,Nike,Air Max,51.7,9.8,Azul,Lona,322.2,No,5,Deporte,12,2023-02-25
5458,New Balance,Classic,120.3,10.9,Verde,Sintético,282.2,No,4,Deporte,6,2021-01-03
5459,Under Armour,Ultraboost,58.45,6.7,Gris,,368.0,Sí,2,Running,12,2022-04-30
5460,Under Armour,Ultraboost,67.82,8.4,Rojo,Lona,380.0,Sí,1,Basketball,6,2020-02-12
5461,Puma,Chuck Taylor,67.63,6.5,Rojo,,270.7,No,3,Running,6,2023-12-13
5462,New Balance,Chuck Taylor,147.38,11.9,Rojo Oscuro,Sintético,247.4,En stock,2,Deporte,12,2021-05-02
5463,Reebok,Chuck Taylor,161.91,11.6,Rojo,Sintético,356.1,No,3,Deporte,12,2020-03-18
5464,Puma,RS-X,137.51,5.3,Azul,Lona,255.0,Sí,4,Running,12,2022-04-05
5465,Nike,Air Max,194.33,9.9,Rojo Oscuro,Malla,364.5,No,5,Basketball,12,2023-07-17
5466,Nike,Classic,106.23,11.5,Gris,Malla,284.7,No,2,Deporte,6,2021-11-04
5467,Nike,Ultraboost,92.86,6.3,Blanco,Cuero,333.5,No,2,Running,6,2021-12-01
5468,New Balance,Ultraboost,180.29,9.0,Rojo,Cuero,219.1,No,4,Basketball,24,2022-01-28
5469,Reebok,Chuck Taylor,83.54,11.4,Gris,Sintético,324.8,No,1,Fútbol,12,2021-12-28
5470,Under Armour,Ultraboost,194.48,5.2,Blanco,Lona,290.4,No,5,Deporte,6,2023-08-31
5471,Nike,Classic,51.82,9.9,Verde,,317.3,Sí,2,Fútbol,24,2022-07-13
5472,Nike,Ultraboost,195.48,7.1,Blanco,,233.6,No,5,Running,6,2022-06-20
5473,Puma,,56.47,11.5,Negro,Lona,347.4,No,2,Gym,12,2022-06-07
5474,Reebok,Chuck Taylor,183.67,11.8,Verde,Lona,372.6,Sí,5,Gym,6,2022-09-19
5475,Puma,Ultraboost,129.16,11.6,Azul,Cuero,243.3,Sí,3,Gym,12,2023-04-06
5476,Under Armour,Chuck Taylor,198.94,8.3,Blanco,Sintético,219.1,Sí,2,Tenis,12,2020-12-04
5477,Reebok,Free Run,61.07,11.0,Blanco,Cuero,204.7,No,5,Tenis,6,2020-07-11
5478,New Balance,Free Run,133.08,10.9,Blanco,Malla,328.4,Sí,1,Basketball,24,2020-10-09
5479,Adidas,,195.4,7.2,Blanco,Sintético,321.4,No,3,Fútbol,12,2023-09-21
5480,Under Armour,Air Max,128.46,10.8,Verde,Lona,309.3,No,3,Basketball,6,2021-01-24
5481,Under Armour,RS-X,144.41,5.3,Gris,Cuero,246.4,No,1,Basketball,6,2022-09-26
5482,New Balance,,154.36,9.2,Rojo,Cuero,278.2,Sí,5,Fútbol,6,2021-06-08
5483,Reebok,Free Run,118.18,6.6,Blanco,Sintético,318.9,Sí,4,Deporte,6,2023-06-17
5484,New Balance,,144.13,5.8,Rojo Oscuro,Lona,299.4,Sí,1,Tenis,12,2021-10-20
5485,New Balance,,137.65,5.5,Gris,Malla,397.6,No,5,Gym,24,2021-12-16
5486,Puma,Classic,185.17,9.9,Blanco,Cuero,227.3,No,1,Fútbol,12,2022-06-09
5487,Adidas,Free Run,56.82,7.4,Verde,Sintético,339.0,Sí,1,Deporte,6,2023-01-17
5488,Under Armour,RS-X,92.14,10.1,Rojo Oscuro,Cuero,280.9,Sí,2,Running,6,2023-01-23
5489,Reebok,Free Run,192.56,5.5,Verde,Cuero,285.6,Sí,5,Gym,6,2021-03-27
5490,New Balance,Air Max,183.54,7.2,Verde,Sintético,343.5,En stock,4,Basketball,12,2021-03-03
5491,Under Armour,Classic,118.35,8.8,Rojo Oscuro,Sintético,338.5,Sí,2,Gym,12,2023-03-20
5492,Puma,Ultraboost,143.02,10.5,Azul,Lona,398.3,No,1,Running,6,2023-10-31
5493,Puma,Free Run,91.61,7.2,Azul,Lona,225.7,No,1,Tenis,12,2022-11-11
5494,Nike,RS-X,78.22,9.4,Negro,Cuero,220.8,Sí,1,Deporte,24,2022-06-01
5495,New Balance,Ultraboost,119.55,11.2,Rojo,,344.9,Sí,5,Fútbol,12,2020-11-08
5496,Puma,,103.0,9.3,Rojo,,315.7,Sí,5,Deporte,24,2022-04-19
5497,Under Armour,Free Run,137.55,6.6,Rojo Oscuro,,254.8,Sí,2,Basketball,12,2021-06-02
5498,Adidas,,61.66,5.2,Negro,Sintético,215.9,Sí,4,Deporte,12,2023-05-14
5499,Nike,Chuck Taylor,196.16,11.1,Blanco,,217.1,No,2,Deporte,12,2021-01-09
5500,New Balance,RS-X,197.93,5.1,Rojo Oscuro,,378.8,Sí,3,Basketball,12,2021-03-26
5501,Puma,Chuck Taylor,154.72,11.1,Gris,,238.4,Sí,1,Deporte,6,2022-10-11
5502,Nike,Classic,130.41,8.7,Verde,,264.7,En stock,1,Deporte,6,2021-08-17
5503,Reebok,Air Max,96.43,11.6,Azul,Sintético,245.3,No,1,Gym,6,2023-04-17
5504,Adidas,Ultraboost,172.07,10.6,Azul,Cuero,271.0,Sí,2,Tenis,12,2023-05-18
5505,Adidas,Air Max,152.71,12.0,Rojo Oscuro,Sintético,213.9,Sí,2,Running,6,2021-05-14
5506,Under Armour,,74.39,7.5,Rojo Oscuro,Cuero,303.8,Sí,1,Deporte,-3,2021-04-08
5507,Reebok,RS-X,186.64,10.4,Blanco,Lona,213.5,No,2,Tenis,12,2023-02-21
5508,New Balance,,173.38,7.8,Blanco,Malla,360.1,Sí,5,Running,12,2020-04-22
5509,Under Armour,RS-X,192.47,8.4,Verde,,246.7,Sí,5,Deporte,6,2022-11-01
5510,Under Armour,RS-X,158.86,9.4,Blanco,Cuero,308.0,Sí,2,Deporte,24,2023-02-23
5511,New Balance,,142.01,11.1,Azul,Malla,376.0,Sí,1,Running,24,2020-11-26
5512,Adidas,Free Run,112.74,11.9,Azul,Malla,330.2,Sí,2,Deporte,12,2023-07-30
5513,Under Armour,Air Max,189.91,10.4,Rojo Oscuro,Cuero,306.6,No,2,Fútbol,6,2020-05-19
5514,Reebok,Chuck Taylor,179.91,7.9,Azul,Cuero,264.9,No,2,Running,12,2023-11-25
5515,Adidas,Air Max,56.78,7.9,Negro,Cuero,266.6,Sí,3,Deporte,6,2022-06-20
5516,Puma,Air Max,53.96,10.2,Rojo Oscuro,Lona,333.9,Sí,5,Deporte,6,2023-01-25
5517,Puma,RS-X,106.47,6.7,Azul,,398.8,Sí,4,Tenis,12,2021-05-31
5518,New Balance,Ultraboost,171.58,5.8,Azul,Lona,332.4,En stock,4,Basketball,12,2021-07-22
5519,Adidas,,198.09,7.5,Blanco,Lona,311.6,No,3,Gym,12,2022-04-25
5520,Puma,RS-X,72.56,7.0,Blanco,Cuero,346.1,No,2,Fútbol,24,2022-12-28
5521,Addidas,Air Max,139.12,7.1,Verde,Sintético,293.0,Sí,3,Tenis,12,2020-04-27
5522,Adidas,Classic,107.13,6.6,Negro,Lona,212.0,No,3,Tenis,12,2022-06-06
5523,Nike,Chuck Taylor,195.49,5.3,Verde,Malla,312.5,Sí,1,Running,6,2022-12-18
5524,Under Armour,Ultraboost,176.32,5.1,Negro,Sintético,391.5,Sí,5,Tenis,-3,2022-11-22
5525,New Balance,Classic,175.75,11.9,Azul,Malla,235.1,Sí,4,Basketball,6,2023-09-03
5526,Nike,Free Run,120.3,8.0,Gris,Lona,338.0,Sí,2,Deporte,-3,2020-02-19
5527,Under Armour,Ultraboost,112.22,7.7,Rojo,Cuero,240.2,Sí,4,Tenis,24,2020-01-19
5528,Reebok,,91.01,9.8,Negro,Cuero,307.2,Sí,4,Deporte,6,2021-12-26
5529,Puma,RS-X,58.46,6.5,Azul,,219.3,En stock,5,Fútbol,12,2020-07-15
5530,Adidas,Air Max,179.71,11.6,Rojo,Malla,290.1,Sí,4,Tenis,24,2021-07-12
5531,Under Armour,Chuck Taylor,171.94,10.5,Verde,Malla,351.2,En stock,4,Deporte,12,2021-03-27
5532,Under Armour,Air Max,199.96,5.6,Verde,Sintético,269.5,Sí,3,Running,-3,2020-10-15
5533,Nike,Chuck Taylor,199.5,7.9,Negro,Malla,333.0,No,5,Deporte,-3,2023-03-10
5534,Nike,Classic,133.31,11.2,Verde,,359.1,Sí,1,Gym,12,2023-01-12
5535,Adidas,Free Run,165.35,11.6,Negro,Malla,385.4,En stock,2,Deporte,6,2021-01-25
5536,Adidas,RS-X,191.71,8.3,Rojo,Cuero,246.9,Sí,4,Gym,-3,2020-08-02
5537,Under Armour,Ultraboost,177.45,9.3,Blanco,Sintético,279.9,Sí,2,Deporte,12,2020-08-02
5538,Reebok,Free Run,87.1,6.2,Azul,Lona,230.5,Sí,1,Running,6,2023-11-27
5539,Adidas,Air Max,117.58,11.9,Verde,Malla,398.5,No,2,Basketball,6,2020-05-07
5540,Reebok,Classic,69.37,6.6,Azul,Lona,385.4,Sí,1,Fútbol,12,2022-01-29
5541,Under Armour,Classic,193.11,11.6,Rojo,Cuero,308.0,Sí,3,Fútbol,-3,2021-02-07
5542,Reebok,RS-X,140.93,9.5,Negro,Malla,368.4,No,4,Deporte,24,2022-11-18
5543,New Balance,RS-X,84.3,9.3,Rojo Oscuro,Lona,304.2,En stock,1,Basketball,12,2020-12-03
5544,Nike,Chuck Taylor,150.76,8.6,Rojo,Lona,324.7,No,2,Basketball,6,2022-04-10
5545,Reebok,Chuck Taylor,142.72,6.6,Verde,Cuero,217.8,En stock,4,Running,6,2021-12-14
5546,Under Armour,RS-X,103.72,6.2,Rojo Oscuro,,351.1,No,3,Gym,24,2020-12-26
5547,Adidas,Free Run,67.03,6.5,Verde,,225.5,No,4,Deporte,6,2021-07-22
5548,Adidas,,150.74,6.3,Gris,Lona,365.2,Sí,1,Gym,6,2023-11-16
5549,Adidas,Ultraboost,128.05,10.5,Azul,Lona,356.4,No,3,Tenis,6,2020-08-05
5550,Puma,Chuck Taylor,165.85,7.5,Negro,Cuero,341.7,Sí,2,Gym,12,2020-07-20
5228,Adidas,Free Run,108.96,10.1,Rojo Oscuro,,357.9,No,2,Tenis,6,2023-03-10
5481,Under Armour,RS-X,144.41,5.3,Gris,Cuero,246.4,No,1,Basketball,6,2022-09-26
5411,Reebok,Ultraboost,97.9,5.6,Gris,Cuero,362.6,Sí,2,Basketball,12,2023-02-08
5033,Under Armour,Ultraboost,59.76,7.5,Azul,Sintético,216.2,Sí,4,Gym,6,2022-02-14
5390,Reebok,Ultraboost,171.03,9.0,Gris,,289.7,Sí,1,Basketball,6,2021-05-18
5152,Puma,RS-X,85.93,5.4,Verde,,296.3,Sí,2,Fútbol,6,2023-12-06
5331,New Balance,Classic,103.4,6.6,Rojo Oscuro,Cuero,290.9,Sí,4,Fútbol,12,2021-09-06
5243,Adidas,Chuck Taylor,187.23,8.5,Rojo,Sintético,373.7,Sí,1,Deporte,6,2020-05-16
5359,Reebok,RS-X,191.03,6.8,Gris,Malla,243.1,Sí,4,Deporte,6,2021-11-11
5291,New Balance,Ultraboost,54.58,5.1,Blanco,Sintético,247.2,No,1,Fútbol,6,2022-11-30
